//1,2,3,4,5,6,7,8,9,10,11,12,13,19,15,16,17,18,14,20,21,22,23,24,25,26,27,28,29,30,31,32
11,4,4,4,4,4,4,4,10,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,16,17,17,18,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,19,0,0,0,0,0,0,0,0,0,0,5
0,0,14,14,19,19,19,14,14,14,14,14,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,15
0,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,15
0,0,14,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,15
0,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,210,19,0,103,0,0,14,0,0,0,0,0,15
0,0,14,0,0,0,0,0,0,0,0,14,0,14,0,0,14,0,14,14,14,14,14,14,14,14,14,14,14,203,0,5
0,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,5
0,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,5
0,0,14,0,0,104,0,0,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,5
0,0,14,0,0,14,0,0,0,0,0,14,0,203,0,0,0,0,14,0,0,0,0,0,14,14,0,0,14,0,0,5
0,0,14,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,14,0,0,5
0,0,14,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,14,0,0,5
0,0,14,0,0,14,0,0,0,0,0,14,0,0,14,0,0,0,14,0,0,210,0,0,14,104,0,204,14,0,0,5
0,0,19,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,14,0,14,14,14,14,14,14,14,14,14,0,0,5
0,0,19,0,0,14,0,0,0,0,0,14,0,0,0,0,14,203,14,0,0,0,0,0,0,0,14,0,0,0,203,5
0,204,19,0,0,14,0,0,0,0,0,14,0,14,0,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,5
2,2,13,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,5
1,1,3,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5
1,1,3,0,0,14,0,0,0,0,0,14,0,0,202,0,0,0,14,0,0,0,0,103,0,0,0,0,0,0,0,5
1,1,7,2,2,13,0,101,0,0,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6
1,1,1,1,1,7,2,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
