//1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,0,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,1,1,1,1,1
0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3
0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,14,0,0,0,0,0,0,0,0,0,3
0,0,19,0,0,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,15
0,0,19,0,0,14,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,15
0,0,19,0,0,14,0,0,0,0,0,0,15,0,0,10,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,15
0,0,19,0,0,14,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,15
0,0,19,0,0,14,0,0,0,0,0,0,15,19,0,0,19,0,19,19,19,19,19,19,203,203,203,203,203,0,0,3
0,0,19,0,0,14,0,0,0,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,0,0,3
0,0,19,0,0,14,0,0,0,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,0,0,3
0,0,19,0,0,14,0,0,0,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,15,0,0,3
0,0,19,0,0,19,0,0,0,0,19,0,0,203,0,0,0,0,19,0,0,0,0,0,0,0,0,0,15,0,0,3
0,0,19,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,19,0,14,14,14,14,0,0,0,0,15,0,203,3
0,0,19,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,19,0,14,0,0,0,0,0,0,0,19,0,0,3
0,0,19,0,0,19,0,0,0,0,19,0,0,0,19,0,0,0,19,0,14,0,0,0,0,0,0,201,19,0,0,3
0,0,19,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,19,0,14,0,0,0,0,0,19,19,19,0,0,3
0,0,19,0,0,19,0,0,0,0,19,0,0,0,0,0,19,203,19,0,14,0,0,0,0,0,0,0,19,0,0,3
0,0,19,0,0,19,0,0,0,0,19,0,0,19,0,0,0,0,19,0,14,0,0,0,0,0,0,0,0,0,0,3
0,0,19,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,19,0,14,0,0,0,0,0,0,0,0,0,0,1
0,0,19,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,19,0,14,0,0,0,0,0,0,0,0,0,0,1
0,0,19,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,19,0,14,0,0,0,0,0,0,0,0,0,0,1
4,4,19,4,4,19,0,101,0,0,7,4,4,4,4,4,4,10,19,19,19,19,19,19,19,19,19,19,19,19,19,1
1,1,1,1,1,1,19,19,19,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,       ,,,,,,,,,,,,,,,,,,,,,,,,,,
